,word,POS,EN_translation
13608,lichaamstaal,N,body language
13609,bevooroordeeld,WW,prejudiced
13610,doorgestoken,ADJ,pierced
13611,sang,ADJ,sang
13612,allee,N,allee
13613,halfrond,N,hemisphere
13614,plankgas,N,full throttle
13615,reikte,WW,reached out
13616,dagdromen,WW,daydreaming
13617,large,N,large
13618,snuif,N,snuff
13619,binnenstebuiten,N,inside out
13620,verbreden,WW,broaden
13621,sedan,N,sedan
13622,field,N,field
13623,weerwolven,N,werewolves
13624,klaarliggen,WW,ready
13625,nachtleven,N,nightlife
13626,rara,N,rara
13627,dooi,N,thaw
13628,bejaardentehuis,N,retirement home
13629,induiken,WW,dive in
13630,vragenuurtje,N,Question Time
13631,onderbuik,N,lower abdomen
13632,uitkeren,WW,pay out
13633,muisje,N,mouse
13634,afkeuring,N,disapproval
13635,tromgeroffel,N,drum roll
13636,activist,N,activist
13637,commanderen,WW,command
13638,droomhuis,N,dream home
13639,tepel,N,nipple
13640,wachtrij,N,queue
13641,reductie,N,reduction
13642,boksers,N,boxers
13643,zintuig,N,sense
13644,uitlezen,WW,read out
13645,reisadvies,N,travel advice
13646,patrouilleren,WW,patrol
13647,redelijkheid,N,reasonableness
13648,zopas,BW,just recently
13649,consistent,ADJ,consistent
13650,gekroond,WW,crowned
13651,afbreuk,N,detriment
13652,heter,ADJ,hotter
13653,schrokken,WW,startled
13654,pang,N,bang
13655,likje,N,lick
13656,onwettig,ADJ,illegal
13657,ovatie,N,ovation
13658,wateroverlast,N,flooding
13659,gemoedstoestand,N,mood
13660,variërend,WW,varying
13661,thinking,N,thinking
13662,proefpersonen,N,subjects
13663,temperament,N,temperament
13664,traditiegetrouw,ADJ,traditionally
13665,ijsthee,N,Icetea
13666,steekproef,N,sample
13667,platina,ADJ,platinum
13668,tart,N,defies
13669,rompslomp,N,hassles
13670,stroomopwaarts,N,upstream
13671,doorverbinden,WW,transfer
13672,overdaad,N,excess
13673,havik,N,hawk
13674,hectiek,N,hectic
13675,bepaling,N,determination
13676,romeins,ADJ,Roman
13677,sprankelende,ADJ,sparkling
13678,outs,N,outs
13679,hondenpoep,N,dog poo
13680,kostelijk,ADJ,delicious
13681,spots,N,spots
13682,poef,N,pouf
13683,doorstroming,N,flow
13684,markies,N,marquis
13685,olieramp,N,oil spill
13686,ongedwongen,ADJ,casual
13687,colt,N,Colt
13688,yin,N,yin
13689,trant,N,style
13690,instabiel,ADJ,unstable
13691,jongs,N,young
13692,specht,N,woodpecker
13693,simulatie,N,simulation
13694,holst,N,dead
13695,lauwe,ADJ,lukewarm
13696,teugels,N,reins
13697,zangeressen,N,female singers
13698,misdadig,ADJ,criminal
13699,defensief,ADJ,defensive
13700,aanlokkelijk,ADJ,alluring
13701,kandidatenlijst,N,candidate list
13702,geordend,WW,ordered
13703,hongersnood,N,famine
13704,barometer,N,barometer
13705,voorafgegaan,WW,preceded
13706,lastpost,N,troublemaker
13707,draagbaar,ADJ,portable
13708,opstandig,ADJ,rebellious
13709,schommelen,WW,to swing
13710,dominantie,N,dominance
13711,jura,N,Jura
13712,kietelen,WW,tickle
13713,vervoermiddel,N,means of transport
13714,inloop,N,walk in
13715,rijm,N,rhyme
13716,auteursrecht,N,copyright
13717,oostwaarts,ADJ,eastward
13718,botox,N,botox
13719,scrabble,N,scrabble
13720,klerk,N,clerk
13721,ruimtestation,N,space station
13722,rapporteer,WW,report
13723,slenteren,WW,stroll
13724,doodgeslagen,WW,beaten to death
13725,onvruchtbaar,ADJ,sterile
13726,koetsier,N,coachman
13727,spuitje,N,syringe
13728,sletten,WW,sluts
13729,gehaktbal,N,meatball
13730,prairie,N,prairie
13731,babykamer,N,nursery
13732,circuleren,WW,circulate
13733,daarvandaan,BW,hence
13734,afzijdig,ADJ,aloof
13735,toevertrouwen,WW,entrust
13736,richtten,N,aimed
13737,hees,ADJ,hoarse
13738,chemotherapie,N,chemotherapy
13739,onderbrengen,WW,to accommodate
13740,natura,BW,kind
13741,verslaggeefster,N,reporter
13742,casting,N,casting
13743,impliciet,ADJ,implicit
13744,homerun,N,homerun
13745,rooskleurig,ADJ,rosy
13746,slechten,WW,to bad
13747,sapje,N,juice
13748,gladjes,ADJ,smoothly
13749,projectie,N,projection
13750,satire,N,satire
13751,denkwerk,N,thinking
13752,werkomgeving,N,working environment
13753,bluffen,WW,bluffing
13754,glijbaan,N,slide
13755,beraden,WW,consider
13756,bloederig,ADJ,bloody
13757,prix,N,prix
13758,patch,N,patch
13759,inventariseren,WW,inventory
13760,smakeloos,ADJ,tasteless
13761,afreizen,WW,travel
13762,leedvermaak,N,malicious pleasure
13763,lijmen,WW,glue
13764,indringend,ADJ,penetrating
13765,romanticus,N,romantic
13766,schouderklopje,N,Pat on the back
13767,academici,N,academics
13768,hindernis,N,obstacle
13769,ondertitel,N,subtitle
13770,vreugd,N,joy
13771,oregano,N,oregano
13772,mijlenver,ADJ,miles away
13773,scorebord,N,scoreboard
13774,rechtsom,N,clockwise
13775,diameter,N,diameter
13776,gever,N,giver
13777,antichrist,N,Antichrist
13778,forel,N,trout
13779,stolp,N,bell jar
13780,wasmand,N,laundry basket
13781,humeurig,ADJ,moody
13782,levensmiddelen,N,foodstuffs
13783,luchtmachtbasis,N,air base
13784,drugsgebruik,N,drug use
13785,analoog,ADJ,analog
13786,pleeggezin,N,foster family
13787,levensbelang,N,vital
13788,krampachtig,ADJ,convulsive
13789,zoeker,N,viewfinder
13790,bijgelovig,ADJ,superstitious
13791,bis,N,bis
13792,console,N,console
13793,tin,N,tin
13794,kwasten,WW,brushes
13795,taakstraf,N,community service
13796,bergafwaarts,ADJ,downhill
13797,opzichtig,ADJ,gaudy
13798,scans,N,scans
13799,festijn,N,feast
13800,bijbaan,N,side job
13801,elan,N,élan
13802,latex,N,latex
13803,sojasaus,N,soy sauce
13804,vastmaken,WW,fasten
13805,dolce,N,dolce
13806,kinky,N,kinky
13807,metaforen,N,metaphors
13808,middenstand,N,middle class
13809,soppen,WW,soak
13810,volkoren,ADJ,whole grain
13811,grasmaaier,N,lawn mower
13812,naamsbekendheid,N,brand awareness
13813,afkijken,WW,copying
13814,afslachten,WW,butchering
13815,meermalen,BW,several times
13816,cum,N,cum
13817,afschrijven,WW,write off
13818,vacuüm,N,vacuum
13819,specifieker,ADJ,more specific
13820,gesorteerd,ADJ,sorted
13821,schaatser,N,skater
13822,apostel,N,apostle
13823,kunne,N,can
13824,lievelingskleur,N,favorite color
13825,wapenbezit,N,gun possession
13826,bieslook,N,chives
13827,jodendom,N,Judaism
13828,kinderbijslag,N,child benefits
13829,onvolledig,ADJ,incomplete
13830,geschiede,WW,come to pass
13831,gierig,ADJ,stingy
13832,theepot,N,teapot
13833,kubus,N,cube
13834,heropenen,WW,reopen
13835,toenemend,ADJ,increasing
13836,uitvalsbasis,N,base
13837,uitrollen,WW,unroll
13838,gebrekkig,ADJ,flawed
13839,tulp,N,tulip
13840,spil,N,spindle
13841,beslissend,ADJ,Decisive
13842,hoofdbureau,N,headquarters
13843,rendabel,ADJ,profitable
13844,aansprakelijkheid,N,liability
13845,vroegte,N,early
13846,padvinder,N,boy Scout
13847,uitrekenen,WW,calculate
13848,opnoemen,WW,to name
13849,basket,N,basket
13850,gekrenkt,ADJ,offended
13851,oorverdovend,ADJ,deafening
13852,leegmaken,WW,to empty
13853,metgezel,N,companion
13854,herstructurering,N,restructuring
13855,eruitzien,WW,look
13856,reflecteren,WW,to reflect
13857,mensenhandel,N,human trafficking
13858,ontslagvergoeding,N,severance pay
13859,raven,N,ravens
13860,intrappen,WW,smash
13861,bekering,N,repentance
13862,badplaats,N,seaside resort
13863,kopstoot,N,headbutt
13864,bestormen,WW,storm
13865,porren,WW,to poke
13866,spijsvertering,N,digestion
13867,vaartuig,N,vessel
13868,tomatensoep,N,Tomato soup
13869,vergrijp,N,offense
13870,verdiep,N,floor
13871,hazen,N,hares
13872,oogarts,N,eye doctor
13873,naleven,WW,comply
13874,ondoorgrondelijk,ADJ,inscrutable
13875,zeilboot,N,sailboat
13876,luchtwegen,N,respiratory tract
13877,ophanging,N,suspension
13878,bami,N,Bami
13879,oproer,N,uproar
13880,eregast,N,guest of honor
13881,incasso,N,collection
13882,switchen,WW,switch
13883,coca,N,coca
13884,groeven,WW,grooves
13885,uitdraaien,WW,print out
13886,muurvast,ADJ,rock solid
13887,melancholie,N,melancholy
13888,garnaal,ADJ,shrimp
13889,junkies,N,junkies
13890,multimedia,N,multimedia
13891,communistisch,ADJ,communist
13892,onbezonnen,ADJ,rash
13893,oplichterij,N,scam
13894,groenland,N,Greenland
13895,aanvoer,N,supply
13896,ex-collega,N,Ex colleague
13897,fitter,N,fitter
13898,golfclub,N,golf club
13899,goliath,N,Goliath
13900,parodie,N,parody
13901,slagader,N,artery
13902,oorlogsheld,N,war hero
13903,omstandigheid,N,circumstance
13904,locomotief,N,locomotive
13905,ontvankelijk,ADJ,receptive
13906,tegenwicht,N,counterbalance
13907,soa,N,STD
13908,stadspark,N,city park
13909,bazaar,N,bazaar
13910,geoorloofd,ADJ,permissible
13911,opticien,N,optician
13912,rommeltje,N,mess
13913,multinational,N,multinational
13914,foutloos,ADJ,flawless
13915,geavanceerd,N,advanced
13916,medeplichtigheid,N,complicity
13917,sterfbed,N,deathbed
13918,perceel,N,parcel
13919,noppes,VNW,noppes
13920,quota,N,quota
13921,makreel,N,mackerel
13922,synchroniseren,WW,sync
13923,stralingsniveau,N,radiation level
13924,consequentie,N,consequence
13925,kruidenier,N,grocer
13926,rondvaart,N,cruise
13927,beschermend,ADJ,protective
13928,kleerkast,N,wardrobe
13929,borduurwerk,N,embroidery
13930,commandopost,N,command post
13931,vergezocht,N,far-fetched
13932,educatief,ADJ,educational
13933,kwadraat,N,square
13934,begrafenisondernemer,N,undertaker
13935,hutspot,N,Stew
13936,opdienen,WW,serve
13937,pep,N,pep
13938,tentoon,ADJ,exhibit
13939,bijblijven,WW,keep up
13940,raaf,N,raven
13941,bout,N,bolt
13942,basketballen,WW,basketball
13943,jaszak,N,jacket pocket
13944,bewonderaar,N,admirer
13945,microscoop,N,microscope
13946,verzekeringsmaatschappij,N,insurance company
13947,sociologie,N,sociology
13948,clou,N,punch line
13949,openstellen,WW,opening up
13950,dombo,N,dumb
13951,kuit,N,calf
13952,ijzersterke,N,ironclad
13953,aanvielen,WW,attacked
13954,overschrijden,WW,exceed
13955,kleinschalig,ADJ,small scale
13956,verwijderde,WW,deleted
13957,scepsis,N,skepticism
13958,latino,N,latino
13959,klomp,N,wooden shoe
13960,bruidsmeisje,N,bridesmaid
13961,tilde,N,tilde
13962,complexer,ADJ,more complex
13963,hersenbloeding,N,brain haemorrhage
13964,decolleté,N,cleavage
13965,gastspreker,N,guest speaker
13966,muisstil,ADJ,very quiet
13967,karren,WW,carts
13968,geruisloos,ADJ,noiseless
13969,dauw,N,dew
13970,inpikken,WW,peck
13971,blijheid,N,happiness
13972,vindingrijk,ADJ,resourceful
13973,alarmsysteem,N,alarm system
13974,rusthuis,N,retirement home
13975,boei,N,buoy
13976,ongegeneerd,ADJ,unabashedly
13977,frietje,N,French fry
13978,verwonding,N,injury
13979,prak,N,mash
13980,vrachtwagenchauffeur,N,truck driver
13981,braderie,N,fair
13982,allerhoogste,ADJ,supreme
13983,pleuris,N,pleurisy
13984,homohuwelijk,N,gay marriage
13985,speelfilm,N,feature film
13986,evenbeeld,N,image
13987,hoogseizoen,N,peak season
13988,pienter,ADJ,clever
13989,zaklantaarn,N,flashlight
13990,marmeren,WW,marble
13991,nero,N,Nero
13992,kielzog,N,wake
13993,insigne,N,insignia
13994,ontvoeringen,N,kidnappings
13995,vulgair,ADJ,vulgar
13996,sportcentrum,N,sports Center
13997,blowen,WW,to smoke
13998,wedding,N,wedding
13999,belegging,N,investment
14000,wilgen,ADJ,willows
14001,wasmiddel,N,laundry detergent
14002,schotwond,N,bullet wound
14003,rooms,ADJ,Roman
14004,onderstrepen,WW,underline
14005,diepst,ADJ,deepest
14006,opwachten,WW,await
14007,pastinaak,N,parsnip
14008,tafelen,WW,dining
14009,zwakken,WW,weak
14010,langszij,N,alongside
14011,stommiteit,N,stupidity
14012,nazorg,N,aftercare
14013,facelift,N,facelift
14014,doorvertellen,WW,tell on
14015,schoonbroer,N,brother in law
14016,prut,N,mud
14017,voetstuk,N,pedestal
14018,opinion,N,opinion
14019,denkende,WW,thinking
14020,pupil,N,pupil
14021,verwerpelijk,ADJ,reprehensible
14022,internaat,N,Boarding school
14023,moedeloos,ADJ,despondent
14024,accordeon,N,accordion
14025,dierenpark,N,animal park
14026,misstap,N,misstep
14027,alledaags,ADJ,everyday
14028,saamhorigheid,N,togetherness
14029,aantekening,N,note
14030,positiviteit,N,positivity
14031,cruiseschip,N,cruise ship
14032,collecte,N,collection
14033,eerdaags,ADJ,soon
14034,beschadiging,N,damage
14035,verzot,ADJ,crazy
14036,charleston,N,charleston
14037,tolerant,ADJ,tolerant
14038,stomdronken,ADJ,shitfaced
14039,schermpje,N,screen
14040,onpas,N,out of place
14041,autopech,N,car trouble
14042,bermuda,N,bermuda
14043,burgerbevolking,N,civilian population
14044,vruchtbaarheid,N,fertility
14045,gevoeliger,ADJ,more sensitive
14046,galg,N,gallows
14047,boswandeling,N,Forest walk
14048,tenue,N,uniform
14049,premiejager,N,bounty hunter
14050,gigant,N,giant
14051,onbewoond,ADJ,uninhabited
14052,injecteren,WW,inject
14053,giraffe,N,giraffe
14054,wartaal,N,gibberish
14055,sterveling,N,mortal
14056,karikatuur,N,caricature
14057,dynamo,N,dynamo
14058,veilen,WW,auction
14059,hoogverraad,N,high treason
14060,visserij,N,fishing
14061,legend,ADJ,legend
14062,vuiligheid,N,filth
14063,grafsteen,N,tombstone
14064,schizofreen,ADJ,schizophrenic
14065,doder,N,killer
14066,rechtschapen,WW,righteous
14067,sanctie,N,sanction
14068,belastend,ADJ,onerous
14069,ultiem,ADJ,Ultimate
14070,bette,N,bette
14071,mongolen,N,Mongolians
14072,onderduiken,WW,go into hiding
14073,colonne,N,column
14074,doorkruisen,WW,traverse
14075,levenskracht,N,spirit
14076,gehucht,N,hamlet
14077,pijnstiller,N,painkiller
14078,glimmend,N,shiny
14079,verraderlijk,ADJ,treacherous
14080,frontaal,ADJ,frontal
14081,checklist,N,Checklist
14082,attitude,N,attitude
14083,evenredig,ADJ,proportional
14084,verwaarlozing,N,neglect
14085,godslastering,N,blasphemy
14086,convenant,N,covenant
14087,leidinggeven,WW,to lead
14088,oester,N,oyster
14089,vervreemding,N,alienation
14090,kunstacademie,N,art Academy
14091,zeewier,N,seaweed
14092,pasfoto,N,passport photograph
14093,motorrijder,N,motorcyclist
14094,guerrilla,N,guerrilla
14095,omwenteling,N,rotation
14096,rumoer,N,noise
14097,geboortedag,N,birthday
14098,toonbeeld,N,paragon
14099,dienstverlener,N,service provider
14100,desgewenst,ADJ,if desired
14101,kantelen,WW,tilt
14102,sneeuwman,N,snowman
14103,toet,N,toot
14104,kantonrechter,N,subdistrict court
14105,boomstam,N,tree trunk
14106,oproerpolitie,N,riot police
14107,herleiden,WW,trace back
14108,voedselketen,N,food chain
14109,lover,N,foliage
14110,vereren,WW,venerate
14111,bedwang,N,restraint
14112,basisplaats,N,basic place
14113,rotding,N,rot thing
14114,gareel,N,harness
14115,prenten,WW,prints
14116,twintigtal,N,twenty
14117,geschifte,ADJ,crazy
14118,schelp,N,shell
14119,onvoorzichtig,ADJ,careless
14120,grondwettelijk,ADJ,constitutionally
14121,intercom,N,intercom
14122,bloody,ADJ,bloody
14123,achtervolg,N,chase
14124,chef-kok,N,chef
14125,beschermengel,N,Guardian angel
14126,devies,N,motto
14127,vergrootglas,N,magnifying glass
14128,ontlasten,WW,to relieve
14129,dyslexie,N,dyslexia
14130,tafelkleed,N,tablecloth
14131,loonlijst,N,payroll
14132,luidruchtige,ADJ,noisy
14133,erfelijk,ADJ,hereditary
14134,mutatie,N,mutation
14135,noorderlicht,N,northern Lights
14136,beloont,WW,rewards
14137,middenweg,N,middle way
14138,steenkool,N,coal
14139,verlinken,WW,link
14140,sportwagen,N,sports car
14141,stoven,WW,stew
14142,vismarkt,N,fish market
14143,vergaderzaal,N,meeting room
14144,beddengoed,N,bedding
14145,aantoonbaar,ADJ,demonstrable
14146,keizerrijk,N,empire
14147,raadgever,N,counselor
14148,stofwisseling,N,metabolism
14149,visualiseren,WW,visualize
14150,editor,N,editor
14151,embryo,N,embryo
14152,wereldvrede,N,world peace
14153,vertrekpunt,N,starting point
14154,labiel,ADJ,labile
14155,reanimatie,N,Resuscitation
14156,remake,N,remake
14157,reïncarnatie,N,reincarnation
14158,reddingsactie,N,rescue
14159,zool,N,sole
14160,bereiding,N,preparation
14161,hermitage,N,Hermitage
14162,rups,N,caterpillar
14163,afgestudeerde,N,graduate
14164,bosbessen,N,blueberries
14165,spiegelen,WW,mirroring
14166,bezieling,N,inspiration
14167,bono,N,bono
14168,flauwvallen,WW,pass out
14169,tuinbouw,N,horticulture
14170,gebarsten,N,cracked
14171,bijkomstigheid,N,incidental
14172,fotoreportage,N,photo reportage
14173,frappant,ADJ,striking
14174,berger,N,salvage company
14175,merknaam,N,brand name
14176,blikvanger,N,eye-catcher
14177,bode,N,messenger
14178,heersers,N,rulers
14179,pack,N,pack
14180,poedel,N,poodle
14181,noodlijdende,N,distressed
14182,mutsje,N,hat
14183,legitimeren,WW,legitimize
14184,stoof,N,stew
14185,archeologie,N,archeology
14186,longkanker,N,lung cancer
14187,kluns,N,klutz
14188,koninginnen,N,queens
14189,verstrijken,WW,expire
14190,kliko,N,click
14191,thuishaven,N,home port
14192,servet,N,napkin
14193,stappenplan,N,roadmap
14194,portman,N,portman
14195,informatica,N,Informatics
14196,awel,BW,awel
14197,honderdste,ADJ,hundredth
14198,marinade,N,marinade
14199,opponent,N,opponent
14200,dienstmeid,N,maid
14201,heldhaftig,ADJ,heroic
14202,politiewagen,N,police car
14203,curriculum,N,curriculum
14204,vennootschap,N,partnership
14205,pionier,N,pioneer
14206,toepasbaar,ADJ,applicable
14207,techno,N,techno
14208,titanium,N,titanium
14209,terugdoen,WW,give back
14210,programmeurs,N,programmers
14211,gelijkenissen,N,similarities
14212,era,N,era
14213,opdragen,WW,command
14214,onrealistisch,ADJ,unrealistic
14215,vennoot,N,partner
14216,deren,WW,harms
14217,donkerblauw,ADJ,dark blue
14218,scripts,N,scripts
14219,waardebon,N,voucher
14220,ondervraagde,N,interviewed
14221,eensgezind,ADJ,in unison
14222,persoonsgegevens,N,personal data
14223,wolkje,N,cloud
14224,onaantastbaar,ADJ,untouchable
14225,smeet,N,flung
14226,herrijzen,WW,resurrect
14227,hedendaags,ADJ,contemporary
14228,naleving,N,compliance
14229,geklaag,N,complaining
14230,ar,N,ar
14231,bijrol,N,supporting role
14232,uithoek,N,corner
14233,larie,N,crap
14234,retourtje,N,round trip ticket
14235,verwaarlozen,WW,neglect
14236,roker,N,smoker
14237,kanarie,N,canary
14238,hulk,N,hulk
14239,simpels,N,simple
14240,bassin,N,basin
14241,huisman,N,Houseman
14242,videotheek,N,video store
14243,kalk,N,chalk
14244,venkel,N,fennel
14245,neerbuigend,ADJ,condescendingly
14246,ovenschotel,N,Casserole
14247,voorbijganger,N,passerby
14248,beroering,N,turmoil
14249,vakantiehuis,N,vacation home
14250,twaalven,BW,twelve
14251,verstevigen,WW,strengthen
14252,overwinnaar,N,victor
14253,zesduizend,TW,six thousand
14254,postuur,N,stature
14255,excentriek,ADJ,eccentric
14256,diefstallen,N,thefts
14257,televisiezender,N,television channel
14258,plagiaat,N,plagiarism
14259,lafheid,N,cowardice
14260,colbert,N,jacket
14261,meepikken,WW,take along
14262,nanny,N,nanny
14263,hospik,N,medic
14264,houdbaarheidsdatum,N,expiration date
14265,ranking,N,ranking
14266,kruizen,N,crosses
14267,engineering,N,engineering
14268,energiebron,N,energy source
14269,verstandhouding,N,rapport
14270,opknapbeurt,N,facelift
14271,maatstaf,N,evaluation
14272,zeppelin,N,zeppelin
14273,vriespunt,N,freezing point
14274,aards,ADJ,earthy
14275,openbaart,WW,reveals
14276,werkoverleg,N,work meeting
14277,samenvoegen,WW,to merge
14278,joekel,N,whopper
14279,vernietigend,N,destructive
14280,ompraten,WW,talk
14281,sleutelbeen,N,clavicle
14282,lyrisch,ADJ,lyrical
14283,overmaat,N,excess
14284,apetrots,ADJ,very proud
14285,pose,N,pose
14286,lamme,N,lame
14287,keelontsteking,N,laryngitis
14288,tukken,WW,pieces
14289,oorbel,N,earring
14290,opkopen,WW,buy up
14291,sounds,N,sounds
14292,anorexia,N,anorexia
14293,heropening,N,reopening
14294,veilinghuis,N,auction house
14295,standplaats,N,location
14296,afgezonderd,ADJ,secluded
14297,afhakken,WW,to chop off
14298,inluiden,WW,usher in
14299,prime,N,prime
14300,enerverend,ADJ,exciting
14301,rondrennen,WW,running around
14302,opvullen,WW,filling up
14303,smoorverliefd,ADJ,madly in love
14304,spookhuis,N,haunted house
14305,fotomodel,N,fashion model
14306,tijdverdrijf,N,pastime
14307,ontleden,WW,decompose
14308,slagman,N,batter
14309,magiër,N,magician
14310,stageplek,N,Internship
14311,wasstraat,N,car wash
14312,camouflage,N,camouflage
14313,deodorant,N,deodorant
