,word,POS,EN_translation,lidwoord
15358,kuis,ADJ,chaste,
15359,bloedserieus,ADJ,dead serious,
15360,surfer,N,surfer,werkwoord
15361,appartementencomplex,N,apartment block,het
15362,darten,WW,darts,
15363,para,N,para,de
15364,damestoilet,N,ladies room,
15365,vervoering,N,rapture,het
15366,loodzwaar,ADJ,very heavy,
15367,therapeutisch,ADJ,therapeutic,
15368,hobbel,N,bump,de
15369,haantjes,N,roosters,het
15370,streel,ADJ,stroke,
15371,diploma-uitreiking,N,graduation,de
15372,stillen,WW,still,
15373,aanvechten,WW,challenge,
15374,mores,N,mores,mv.
15375,rijzende,WW,rising,
15376,naailes,N,sewing lesson,het
15377,figuranten,N,extras,het
15378,wanbeleid,N,mismanagement,het
15379,strafpleiter,N,criminal lawyer,de
15380,klaver,N,clover,de
15381,twintiger,N,twenties,de
15382,hatelijk,ADJ,hateful,
15383,opportunisme,N,opportunism,het
15384,laar,ADJ,laar,
15385,luxueus,ADJ,luxurious,
15386,spuwen,WW,spit,
15387,robuust,ADJ,robust,
15388,belegen,ADJ,matured,
15389,eentonig,ADJ,monotonous,
15390,jeugdgevangenis,N,juvenile detention center,
15391,toereikend,ADJ,adequate,
15392,bouwproject,N,construction project,
15393,hepatitis,ADJ,hepatitis,
15394,overleving,N,survival,werkwoord
15395,leus,N,slogan,de
15396,terminaal,N,terminal,
15397,stampvol,ADJ,packed,
15398,voorbedachten,ADJ,premeditated,
15399,onbenul,N,ignorance,bijvoeglijk
15400,naastgelegen,ADJ,adjacent,
15401,kanttekening,N,footnote,
15402,bonje,N,bump,de
15403,kauw,N,chew,de
15404,bijtijds,ADJ,in time,
15405,agressiever,ADJ,more aggressive,
15406,curatele,N,receivership,de
15407,afwisselen,WW,alternate,
15408,vogelvrij,ADJ,outlaw,
15409,bedrukken,WW,printing,
15410,aarden,WW,ground,
15411,belijden,WW,confess,
15412,ontmoetingsplek,N,meeting place,
15413,slaapkop,N,sleepyhead,de
15414,plantaardig,ADJ,vegetable,
15415,honderdvijftig,TW,one hundred and fifty,
15416,incognito,N,incognito,het
15417,bowling,N,bowling,de/het
15418,landkaart,N,map,
15419,pijplijn,N,pipeline,de
15420,lolbroek,N,lolbroek,de
15421,ontlenen,WW,borrow,
15422,leesbril,N,reading glasses,de
15423,mijnenveld,N,minefield,het
15424,harden,WW,harden,
15425,verkeersongeval,N,traffic accident,het
15426,aaneenschakeling,N,concatenation,werkwoord
15427,dertigtal,N,thirty,de
15428,lesbo,N,lesbo,de
15429,wantrouwig,ADJ,suspicious,
15430,opvreten,WW,eat up,
15431,patience,N,solitaire,het
15432,twister,N,twister,werkwoord
15433,ongrijpbaar,ADJ,elusive,
15434,pelgrim,N,pilgrim,de
15435,dekhengst,N,stallion,
15436,mensenkennis,N,human knowledge,de
15437,elitair,ADJ,elitist,
15438,spioneren,WW,spy,
15439,wegenwacht,N,roadside assistance,de
15440,slaatje,N,salad,het
15441,compagnons,N,associates,de
15442,kneus,N,bruise,de
15443,snoek,N,Pike,de
15444,asteroïde,N,asteroid,de
15445,survival,N,survival,de
15446,ketter,N,heretic,de
15447,stylist,N,stylist,de
15448,arrestatieteam,N,arrest team,
15449,ontlading,N,discharge,werkwoord
15450,pallet,N,pallet,de
15451,voetlicht,N,spotlight,
15452,studiemateriaal,N,study materials,
15453,leidster,N,leader,de
15454,snoezig,ADJ,cuddly,
15455,goodwill,N,goodwill,de
15456,paf,ADJ,bang,
15457,geschoolde,N,skilled,
15458,hypothetisch,ADJ,hypothetical,
15459,malden,N,malden,
15460,strijdig,ADJ,inconsistent,
15461,kalmer,ADJ,calmer,
15462,zuivering,N,Purification,
15463,stichter,N,founder,de
15464,buffel,N,buffalo,de
15465,bezuinigt,WW,cuts costs,
15466,façade,N,facade,de
15467,serviesgoed,N,China,het
15468,promenade,N,promenade,de
15469,bejaard,ADJ,elderly,
15470,penicilline,N,penicillin,de
15471,inscriptie,N,inscription,de
15472,hoeder,N,guardian,de
15473,voetbalteam,N,football team,de
15474,pellen,WW,to peel,
15475,vroedvrouw,N,midwife,de
15476,oorlogstijd,N,wartime,het
15477,dement,N,dementia,
15478,turn,N,turn,de
15479,lynx,N,lynx,de
15480,proefrit,N,test drive,werkwoord
15481,kadaster,N,cadastre,het
15482,optuigen,WW,rigging,
15483,schuw,ADJ,shy,
15484,bleu,ADJ,bleu,
15485,fastfood,N,fast food,het
15486,onstuimig,ADJ,boisterous,
15487,dwangmatig,ADJ,compulsive,
15488,klandizie,N,patronage,de
15489,klemmen,WW,clamping,
15490,dodencel,N,death row,de
15491,handeltje,N,business,de
15492,schaamrood,N,embarrassed,bijvoeglijk
15493,substantieel,ADJ,substantial,
15494,gewei,N,antlers,het
15495,treuzelen,WW,dawdle,
15496,commissievergadering,N,committee meeting,de
15497,nestor,N,nestor,de
15498,haasje,N,hare,het
15499,mossel,N,mussel,de
15500,roden,N,reds,het
15501,eigentijds,ADJ,contemporary,
15502,afgewogen,ADJ,weighed,
15503,play-off,N,play-off,de
15504,silo,N,silo,de
15505,rappen,WW,rapping,
15506,impresario,N,impresario,de
15507,bevreesd,ADJ,fearful,
15508,knevel,N,gag,werkwoord
15509,machteloosheid,N,helplessness,
15510,cottage,N,cottage,de
15511,minne,N,minne,de
15512,honderdtal,N,hundred,het
15513,berouwen,WW,repent,
15514,moedwillig,ADJ,willfully,
15515,winkeldiefstal,N,shoplifting,
15516,halal,N,halal,
15517,melkboer,N,milkman,het
15518,verduidelijking,N,clarification,de
15519,goddomme,N,goddamn,
15520,wesp,N,wasp,de
15521,forma,N,forma,
15522,stilhouden,WW,keep quiet,
15523,ontwaak,N,wake up,werkwoord
15524,vogelhuisje,N,birdhouse,
15525,financier,N,financier,de
15526,blazers,N,horns,het
15527,overbelasting,N,overload,bijvoeglijk
15528,zeebaars,N,sea bass,
15529,stinkerd,ADJ,stinker,
15530,oudsten,N,elders,
15531,karnemelk,N,buttermilk,de
15532,stootje,N,bump,
15533,printers,N,printers,de
15534,paters,N,fathers,de
15535,jehova,N,Jehovah,de
15536,hulpgoederen,N,relief supplies,mv
15537,schuilnaam,N,pseudonym,de
15538,nasmaak,N,aftertaste,de
15539,oorlogsvoering,N,warfare,
15540,afzeiken,WW,piss off,
15541,spuien,WW,flushing,
15542,etmaal,N,24 hours,het
15543,bloempje,N,flower,de
15544,kruisiging,N,crucifixion,de
15545,burgerwacht,N,vigilante,
15546,hoofddoel,N,main goal,het
15547,draven,WW,trot,
15548,meubel,N,furniture,het
15549,grimes,N,grimes,de
15550,associëren,WW,associate,
15551,hoezee,N,how sea,het
15552,aansporen,WW,urge,
15553,jachtgeweer,N,shotgun,
15554,boomhut,N,Treehouse,de
15555,hijgen,WW,panting,
15556,overtrokken,ADJ,exaggerated,
15557,spatel,N,spatula,
15558,rotsvast,ADJ,rock solid,
15559,prozac,N,prozac,de/het
15560,zoeter,ADJ,sweeter,
15561,kamergenote,N,roommate,de
15562,neerkomen,WW,come down,
15563,smokkel,N,smuggling,werkwoord
15564,tweelingzus,N,twin sister,de
15565,opschepper,N,show off,de
15566,gevoelsmatig,ADJ,instinctively,
15567,kerosine,N,kerosene,de
15568,machtiging,N,authorization,
15569,likeur,N,liqueur,de
15570,grinniken,WW,chuckle,
15571,pijltje,N,dart,de
15572,parkinson,N,parkinson's,de
15573,huwelijksaanzoek,N,marriage proposal,
15574,ontfermen,WW,take care of,
15575,landbouwgrond,N,farmland,
15576,arrondissement,N,arrondissement,het
15577,openbaringen,N,revelations,de/het
15578,linkerflank,N,left flank,
15579,hemdje,N,camisole,de
15580,uitgraven,WW,excavate,
15581,lichtgeraakt,ADJ,touchy,
15582,ophelderen,WW,elucidate,
15583,sax,BW,sax,
15584,stinkdier,N,skunk,het
15585,onkunde,N,ignorance,de
15586,woensdagmorgen,N,Wednesday morning,
15587,terechtstaan,WW,to stand trial,
15588,familiebezoek,N,family visit,het
15589,bijscholing,N,further training,de
15590,donkerbruin,ADJ,dark brown,
15591,versmaden,WW,spurn,
15592,sis,N,sis,de
15593,recupereren,WW,recover,
15594,herindeling,N,reclassification,werkwoord
15595,hervormd,ADJ,reformed,
15596,lesmateriaal,N,teaching materials,het
15597,veerkracht,N,resilience,de
15598,voederen,WW,feeding,
15599,loven,WW,praise,
15600,onverklaarbaar,ADJ,inexplicable,
15601,levensgroot,ADJ,life-size,
15602,woestenij,BW,wasteland,
15603,krop,N,crop,het
15604,ponden,N,pounds,het
15605,aandrang,N,insistence,de
15606,reddingsplan,N,rescue plan,het
15607,kwalificeren,WW,qualify,
15608,vissersboot,N,fishing boat,de
15609,keuringsdienst,N,inspection service,
15610,halfvol,ADJ,half full,
15611,levenloos,ADJ,lifeless,
15612,verbroedering,N,fraternization,werkwoord
15613,potdicht,ADJ,shut tight,
15614,stageplaats,N,internship position,de
15615,smurrie,N,gunk,de
15616,glaswerk,N,glassware,het
15617,opentrekken,WW,pull open,
15618,verachtelijk,ADJ,despicable,
15619,krachtbron,N,power source,de
15620,spijten,WW,regret,
15621,clitoris,N,clitoris,de
15622,militant,N,militant,de
15623,receptionist,N,receptionist,de
15624,almachtig,ADJ,omnipotent,
15625,paraatheid,N,preparedness,
15626,alleenstaand,ADJ,single,
15627,mijmeren,WW,musing,
15628,ongunstig,ADJ,unfavorable,
15629,tuinhuisje,N,garden shed,
15630,centje,N,penny,de
15631,bevoorraden,WW,to supply,
15632,uitgooien,WW,throw out,
15633,ontdekkingsreis,N,voyage of discovery,
15634,valsspeler,N,cheater,de
15635,doetje,N,bye,het
15636,veter,N,lace,de
15637,thematiek,N,theme,de
15638,rapporteert,WW,reports,
15639,postduif,N,carrier pigeon,de
15640,schoolkrant,N,school newspaper,
15641,paté,N,Pate,de
15642,verspelen,WW,to lose,
15643,gevarenzone,N,danger zone,de
15644,balverlies,N,loss of ball,
15645,smaragd,N,emerald,de
15646,koevoet,N,crowbar,de
15647,déjà,N,déjà,het
15648,beeldhouwer,N,sculptor,de
15649,adapter,N,adapter,de
15650,detachering,N,secondment,werkwoord
15651,handbagage,N,hand luggage,de
15652,creatiever,ADJ,more creative,
15653,hulptroepen,N,auxiliary troops,mv
15654,junks,N,junkies,de
15655,zatlap,N,drunk,de
15656,omschakelen,WW,switching,
15657,deelgenoot,N,partner,
15658,beroepsgeheim,N,professional confidentiality,het
15659,prijken,WW,shine,
15660,fouilleer,N,search,de
15661,motorrijden,WW,motorcycling,
15662,brandblusser,N,Fire extinguisher,
15663,yards,N,yards,de
15664,vliegangst,N,fear of flying,de
15665,bureaustoel,N,office chair,de
15666,getij,N,tide,het
15667,wegversperring,N,roadblock,de
15668,shag,N,shag,de
15669,kalmerend,ADJ,calming,
15670,wetswijziging,N,legislative change,de
15671,ronddraaien,WW,spinning around,
15672,shorts,N,shorts,werkwoord
15673,weerspiegelen,WW,reflect,
15674,pakkend,ADJ,catchy,
15675,struikgewas,N,scrub,het
15676,sodeju,N,sodeju,
15677,nachtwaker,N,night watchman,
15678,spui,N,blowdown,het
15679,paradigma,N,paradigm,het
15680,afro,N,afro,
15681,begaanbaar,ADJ,passable,
15682,dichteres,N,poetess,de
15683,inlassen,WW,insert,
15684,kriebel,N,itch,de
15685,uitdroging,N,dehydration,
15686,holten,N,cavities,de
15687,zomerdag,N,summer day,de
15688,verdraaien,WW,twist,
15689,rijlessen,N,driving lessons,
15690,radicalen,N,radicals,werkwoord
15691,productieproces,N,manufacturing process,
15692,walrus,N,walrus,de
15693,prisma,N,prism,het
15694,kruin,N,crown,het
15695,dresscode,N,dress code,de
15696,inroepen,WW,invoke,
15697,roesten,WW,rust,
15698,dierenambulance,N,animal ambulance,de
15699,rondreizen,WW,travel around,
15700,hartinfarct,N,heart attack,het
15701,maagdelijk,ADJ,virgin,
15702,pek,N,pitch,werkwoord
15703,lelie,N,lily,de
15704,rekruut,N,recruit,de
15705,muziekwereld,N,music world,
15706,medina,N,medina,het
15707,roe,N,roe,de
15708,verloochenen,WW,deny,
15709,intimiderend,ADJ,intimidating,
15710,dobberen,WW,bobbing,
15711,boorden,WW,borders,
15712,waarachter,N,behind which,
15713,perkament,N,parchment,het
15714,morren,WW,murmuring,
15715,bullebak,N,bully,de
15716,fokker,N,breeder,de
15717,navertellen,WW,retelling,
15718,duizendpoot,N,centipede,de/het
15719,dahlia,N,dahlia,de
15720,uitpluizen,WW,sifting through,
15721,bronwater,N,spring water,
15722,sprokkelen,WW,gather,
15723,genadige,ADJ,gracious,
15724,ambtstermijn,N,tenure,
15725,lonken,WW,beckon,
15726,aanjagen,WW,boost,
15727,steengoed,ADJ,stoneware,
15728,gedijen,WW,thrive,
15729,quotum,N,quota,het
15730,dong,N,dong,de
15731,stomheid,N,stupidity,de
15732,brugklas,N,seventh grade,de
15733,brunchen,WW,brunch,
15734,ivoren,ADJ,ivory,
15735,terugslag,N,backlash,werkwoord
15736,deponeren,WW,deposit,
15737,rotkop,N,bastard,de
15738,debuutalbum,N,debut album,
15739,leraars,N,teachers,de
15740,feminisme,N,feminism,het
15741,gadverdamme,N,disgusting,tw
15742,meedraaien,WW,rotate,
15743,inslikken,WW,swallow,
15744,fotoalbum,N,Photo album,het
15745,buidel,N,pouch,de
15746,commissariaat,N,commissariat,de
15747,vragend,ADJ,questioning,
15748,schoolvoorbeeld,N,textbook example,
15749,autofabrikant,N,car manufacturer,
15750,leeghalen,WW,clear out,
15751,yanks,N,yanks,de
15752,rimboe,N,jungle,de
15753,entertainer,N,entertainer,werkwoord
15754,lantaarnpaal,N,lamppost,de
15755,pel,N,Peel,de
15756,jonkvrouw,N,damsel,de
15757,volbloed,N,whole blood,bijvoeglijk
15758,salarisverhoging,N,raise,
15759,materialisme,N,materialism,het
15760,sprookjesachtig,ADJ,fairytale,
15761,energierekening,N,energy bill,de
15762,teruggave,N,refund,de
15763,regeringsleider,N,head of government,de
15764,oosters,ADJ,oriental,
15765,donk,N,dark,
15766,bello,N,bello,de
15767,hulporganisatie,N,aid organization,de
15768,risicovol,ADJ,Risky,
15769,jets,N,jets,de
15770,landinwaarts,ADJ,inland,
15771,bezweet,ADJ,sweaty,
15772,haardvuur,N,open fire,
15773,anomalie,N,anomaly,de
15774,vergrendeld,WW,locked,
15775,grapefruit,N,grapefruit,de
15776,morsen,WW,to spill,
15777,vinken,WW,finches,
15778,dolf,N,dolphin,de
15779,dof,ADJ,dull,
15780,dotje,N,cutie,de
15781,voorstaan,WW,advocate,
15782,dwingend,ADJ,compelling,
15783,zijdelings,ADJ,sideways,
15784,bastion,N,bastion,het
15785,stuitend,ADJ,shocking,
15786,postkoets,N,stagecoach,
15787,schildklier,N,thyroid,de
15788,stuurloos,ADJ,adrift,
15789,natuurpark,N,natural park,de
15790,smacht,N,yearns,de
15791,kleurstof,N,pigment,de
15792,goedgelovig,ADJ,gullible,
15793,luchtafweergeschut,N,anti-aircraft guns,het
15794,idealist,N,idealist,bijvoeglijk
15795,dikkere,ADJ,thicker,
15796,soldaatje,N,soldier,de
15797,speelgoedwinkel,N,toy store,
15798,asperge,N,asparagus,de
15799,oogwenk,N,blink of an eye,het
15800,hort,N,hort,werkwoord
15801,steriel,ADJ,sterile,
15802,boogschutters,N,archers,de
15803,advocaat-generaal,N,advocate general,de
15804,overschrijven,WW,Overwrite,
15805,tafeltennis,N,table tennis,werkwoord
15806,wegdromen,WW,dream away,
15807,schatrijk,ADJ,very rich,
15808,inventief,ADJ,inventive,
15809,tori,N,tori,
15810,openingszin,N,pick up line,het
15811,terstond,WW,immediately,
15812,vliegtuigongeluk,N,plane crash,het
15813,kluizen,N,safes,de
15814,slaags,ADJ,in blows,
15815,vertelling,N,narration,werkwoord
15816,vogelen,WW,birding,
15817,projector,N,projector,de
15818,drijfzand,N,quicksand,het
15819,bock,N,bock,de
15820,uitrukken,WW,rip out,
15821,sterspeler,N,star player,de
15822,beademing,N,respiration,het
15823,par,N,par,de
15824,rekruteren,WW,recruiting,
15825,miezerig,ADJ,measly,
15826,autodiefstal,N,car theft,
15827,synchroon,ADJ,in sync,
15828,onderstel,N,undercarriage,het
15829,glijmiddel,N,lubricant,het
15830,schijntje,N,pittance,de
15831,ingenieus,ADJ,ingenious,
15832,babbeltje,N,chat,de
15833,obers,N,waiters,de
15834,kamermeisje,N,chambermaid,
15835,grieten,N,chicks,de
15836,gospel,N,gospel,de
15837,doelgericht,ADJ,goal oriented,
15838,valsheid,N,falsehood,
15839,statiegeld,N,deposit,het
15840,manke,N,lame,het
15841,harding,N,hardening,het
15842,doorslikken,WW,swallow,
15843,spelbreker,N,bummer,
15844,hyena,N,hyena,de
15845,schietbaan,N,shooting range,de
15846,theatraal,ADJ,theatrical,
15847,beerput,N,cesspool,de
15848,analogie,N,analogy,bijvoeglijk
15849,bloedsomloop,N,circulatory system,de
15850,hoofdgebouw,N,main building,het
15851,overeenkomstig,ADJ,corresponding,
15852,bajonet,N,bayonet,de
15853,kokosmelk,N,coconut milk,de
15854,jockey,N,jockey,de
15855,schold,WW,scolded,
15856,partijdigheid,N,bias,
15857,pief,ADJ,pief,
15858,wrijving,N,friction,de
15859,hemeltjelief,ADJ,goodness,
15860,formeren,WW,form,
15861,diagonaal,ADJ,diagonal,
15862,jurisprudentie,N,case law,de
15863,toegaan,WW,to go,
15864,jap,N,jap,de
15865,vervoerder,N,carrier,het
15866,laurier,N,bay leaf,de
15867,dinsdagmorgen,N,Tuesday morning,
15868,spaak,N,spoke,werkwoord
15869,formidabel,ADJ,formidable,
15870,personeelsbeleid,N,personnel policy,het
15871,manoeuvreren,WW,maneuvering,
15872,kerktoren,N,church tower,
15873,kinderjuf,N,nanny,bijvoeglijk
15874,machtsstrijd,N,power struggle,de
15875,runner,N,runner,de
15876,reptiel,N,reptile,het
15877,gestel,N,frame,het
15878,beroepsmatig,ADJ,professional,
15879,koloniën,N,colonies,de
15880,honkbalknuppel,N,baseball bat,
15881,samenhangend,ADJ,coherent,
15882,verloven,WW,get engaged,
15883,wagenwijd,BW,wide,
15884,sjah,N,shah,de
15885,aanbied,N,offer,werkwoord
15886,warming-up,N,warm up,de
15887,saté,N,satay,de
15888,benefietconcert,N,benefit concert,het
15889,verslechtering,N,deterioration,
15890,verlamming,N,paralysis,werkwoord
15891,fluitsignaal,N,whistle signal,
15892,toverdrank,N,potion,de
15893,subtieler,ADJ,more subtle,
15894,moordend,ADJ,murderous,
15895,perfectionist,N,perfectionist,de
15896,slagkracht,N,clout power,
15897,gelijkmatig,ADJ,evenly,
15898,haute,N,haute,de
15899,momentum,N,momentum,het
15900,spruiten,WW,sprouts,
15901,kunstmest,N,fertilizer,
15902,autoritair,ADJ,authoritarian,
15903,ongelezen,ADJ,unread,
15904,hoffelijkheid,N,courtesy,
15905,aanrekenen,WW,charge,
15906,afstoten,WW,push off,
15907,meekrijgen,WW,get along,
15908,onuitstaanbaar,ADJ,insufferable,
15909,kapje,N,cap,de
15910,gelijkwaardigheid,N,equivalence,
15911,delicatesse,N,delicacy,de
15912,sarin,ADJ,sarin,
15913,frontlinie,N,front line,werkwoord
15914,artritis,N,arthritis,de
15915,laatstejaars,N,senior students,de
15916,delicten,N,offenses,het
15917,vakwerk,N,craftsmanship,het
15918,nietsvermoedend,ADJ,unsuspecting,
15919,sportzaal,N,gym,de
15920,tornooi,N,tournament,het
15921,charter,N,charter,de
15922,huwelijksbootje,N,wedding boat,
15923,samoerai,N,samurai,mv.
15924,blinddoek,N,blindfold,de
15925,frikandel,N,frikandel,de
15926,tweedejaars,N,sophomore,
15927,kruisverhoor,N,cross-examination,de
15928,graantje,N,grain,het
15929,vlokken,WW,flakes,
15930,rollenspel,N,role play,het
15931,telefoonrekening,N,telephone bill,
15932,strafvermindering,N,sentence reduction,
15933,uitzinnig,ADJ,delirious,
15934,zorgvuldigheid,N,carefulness,
15935,tweedeling,N,dichotomy,de
15936,struikel,N,stumble,het
15937,eendracht,N,concord,de
15938,overmoedig,ADJ,overconfident,
15939,beagle,N,beagle,de
15940,koffiezetapparaat,N,coffee machine,het
15941,collie,N,collie,de
15942,gaslek,N,gas leak,bijvoeglijk
15943,fusies,N,mergers,de
15944,silhouet,N,silhouette,de/het
15945,puffen,WW,puffing,
15946,hoogland,N,highland,de
15947,beginpunt,N,starting point,het
15948,overplaatsen,WW,transfer,
15949,ondersteun,N,support,werkwoord
15950,grensgebied,N,border area,
15951,heiden,N,Pagan,de
15952,omslachtig,ADJ,cumbersome,
15953,hoognodig,ADJ,urgently needed,
15954,verlaag,N,decrease,het
15955,terugvechten,WW,fight back,
15956,neanderthaler,N,neanderthal,de
15957,kreeften,N,lobsters,de
15958,intolerantie,N,intolerance,de
15959,benijden,WW,envy,
15960,elpee,N,LP,de
15961,linkervoet,N,left foot,
15962,hazard,N,hazard,de
15963,sigma,N,sigma,de
15964,thuishoren,WW,belong,
15965,eyeliner,N,eyeliner,de
15966,sleutelrol,N,key role,de
15967,wiegen,WW,rocking,
15968,spar,N,fir,de
15969,fladderen,WW,flutter,
15970,voorzorgsmaatregel,N,precaution,de
15971,dorpshuis,N,village house,het
15972,badhuis,N,bathhouse,de
15973,vervelender,ADJ,more annoying,
15974,fronsen,WW,frown,
15975,besnijdenis,N,circumcision,de
15976,krachtveld,N,force field,de
15977,bevorderlijk,ADJ,conducive,
15978,golfer,N,golfer,de
15979,monk,N,monk,
15980,gisterenmiddag,BW,yesterday afternoon,
15981,liveshow,N,live show,de
15982,leefwereld,N,living world,
15983,kaai,N,quay,werkwoord
15984,vete,N,feud,de
15985,uitschelden,WW,name calling,
15986,detentie,N,detention,de
15987,raming,N,estimate,het
15988,sprinten,WW,sprinting,
15989,olievlek,N,oil slick,de
15990,persoontje,N,person,de
15991,operatiekamer,N,operating room,de
15992,doorgaand,ADJ,ongoing,
15993,strandwandeling,N,beach walk,
15994,gereedheid,N,readiness,
15995,bandbreedte,N,bandwidth,de
15996,ontspannende,ADJ,relaxing,
15997,spelcomputer,N,game console,de
15998,telepathie,N,telepathy,de
15999,poespas,N,fuss,de
16000,houtskool,N,charcoal,de
16001,terugwinnen,WW,reclaim,
16002,vrijdagnacht,N,Friday night,
16003,krent,N,currant,de
16004,heiligschennis,N,sacrilege,de
16005,witten,WW,whitening,
16006,gazelle,N,gazelle,de
16007,pedo,N,pedo,de
16008,gedisciplineerd,ADJ,disciplined,
16009,afvalbak,N,garbage bin,de
16010,geste,N,gesture,de
16011,gespreksonderwerp,N,topic of conversation,het
